9 1
0.539062 0.539062 0.554688 0.539062 0.539062 0.554688 0.539062 0.539062 0.554688 0.062500 
0.511719 0.527344 0.531250 0.511719 0.527344 0.531250 0.511719 0.527344 0.531250 0.078125 
0.539062 0.554688 0.523438 0.539062 0.554688 0.523438 0.539062 0.554688 0.523438 0.062500 
0.527344 0.531250 0.515625 0.527344 0.531250 0.515625 0.527344 0.531250 0.515625 0.046875 
0.621094 0.621094 0.621094 0.605469 0.605469 0.605469 0.605469 0.605469 0.605469 0.062500 
0.511719 0.507812 0.496094 0.511719 0.515625 0.515625 0.511719 0.503906 0.500000 0.023438 
0.507812 0.496094 0.511719 0.515625 0.515625 0.515625 0.503906 0.500000 0.531250 0.054688 
0.425781 0.425781 0.429688 0.425781 0.425781 0.429688 0.425781 0.425781 0.429688 0.015625 
0.554688 0.523438 0.515625 0.554688 0.523438 0.515625 0.554688 0.523438 0.515625 0.156250 
0.605469 0.589844 0.613281 0.589844 0.570312 0.597656 0.593750 0.589844 0.589844 0.054688 
0.496094 0.511719 0.503906 0.515625 0.515625 0.511719 0.500000 0.531250 0.503906 0.046875 
0.539062 0.539062 0.554688 0.539062 0.539062 0.554688 0.507812 0.515625 0.531250 0.171875 
0.531250 0.515625 0.527344 0.531250 0.515625 0.527344 0.531250 0.515625 0.527344 0.015625 
0.425781 0.429688 0.429688 0.425781 0.429688 0.429688 0.425781 0.429688 0.429688 0.015625 
0.621094 0.621094 0.605469 0.605469 0.605469 0.617188 0.605469 0.605469 0.613281 0.054688 
0.632812 0.632812 0.632812 0.632812 0.632812 0.632812 0.632812 0.632812 0.632812 0.000000 
0.523438 0.500000 0.523438 0.523438 0.500000 0.523438 0.523438 0.500000 0.523438 0.000000 
0.496094 0.492188 0.515625 0.496094 0.492188 0.515625 0.496094 0.492188 0.515625 0.078125 
0.632812 0.632812 0.632812 0.632812 0.632812 0.632812 0.632812 0.632812 0.632812 0.000000 
0.589844 0.613281 0.605469 0.570312 0.597656 0.605469 0.589844 0.589844 0.613281 0.148438 
0.523438 0.515625 0.515625 0.523438 0.515625 0.515625 0.523438 0.515625 0.515625 0.031250 
0.511719 0.503906 0.503906 0.515625 0.511719 0.500000 0.531250 0.503906 0.507812 0.085938 
0.511719 0.515625 0.503906 0.511719 0.515625 0.503906 0.511719 0.515625 0.503906 0.031250 
0.500000 0.511719 0.507812 0.500000 0.500000 0.503906 0.503906 0.507812 0.523438 0.046875 
0.539062 0.554688 0.523438 0.539062 0.554688 0.523438 0.515625 0.531250 0.523438 0.109375 
0.515625 0.527344 0.531250 0.515625 0.527344 0.531250 0.515625 0.527344 0.531250 0.062500 
0.429688 0.429688 0.421875 0.429688 0.429688 0.421875 0.429688 0.429688 0.421875 0.031250 
0.621094 0.605469 0.613281 0.605469 0.617188 0.617188 0.605469 0.613281 0.617188 0.031250 
0.500000 0.523438 0.507812 0.500000 0.523438 0.507812 0.500000 0.523438 0.507812 0.031250 
0.632812 0.632812 0.628906 0.632812 0.632812 0.628906 0.632812 0.632812 0.628906 0.015625 
0.492188 0.515625 0.511719 0.492188 0.515625 0.511719 0.492188 0.515625 0.511719 0.078125 
0.613281 0.605469 0.593750 0.597656 0.605469 0.578125 0.589844 0.613281 0.593750 0.062500 
0.500000 0.503906 0.496094 0.500000 0.503906 0.496094 0.500000 0.503906 0.496094 0.015625 
0.515625 0.519531 0.503906 0.496094 0.496094 0.515625 0.500000 0.476562 0.492188 0.132812 
0.503906 0.500000 0.500000 0.507812 0.496094 0.492188 0.515625 0.503906 0.503906 0.070312 
0.515625 0.503906 0.527344 0.515625 0.503906 0.527344 0.515625 0.503906 0.527344 0.046875 
0.511719 0.507812 0.519531 0.500000 0.503906 0.531250 0.507812 0.523438 0.531250 0.132812 
0.554688 0.523438 0.515625 0.554688 0.523438 0.515625 0.531250 0.523438 0.523438 0.140625 
0.519531 0.546875 0.515625 0.519531 0.546875 0.515625 0.519531 0.546875 0.515625 0.015625 
0.511719 0.527344 0.531250 0.511719 0.527344 0.531250 0.511719 0.527344 0.531250 0.078125 
0.429688 0.421875 0.406250 0.429688 0.421875 0.406250 0.429688 0.421875 0.406250 0.093750 
0.527344 0.531250 0.515625 0.527344 0.531250 0.515625 0.527344 0.531250 0.515625 0.046875 
0.605469 0.613281 0.617188 0.617188 0.617188 0.621094 0.613281 0.617188 0.605469 0.015625 
0.523438 0.507812 0.527344 0.523438 0.507812 0.527344 0.523438 0.507812 0.527344 0.015625 
0.632812 0.628906 0.632812 0.632812 0.628906 0.632812 0.632812 0.628906 0.632812 0.000000 
0.515625 0.511719 0.500000 0.515625 0.511719 0.500000 0.515625 0.511719 0.500000 0.062500 
0.605469 0.593750 0.613281 0.605469 0.578125 0.601562 0.613281 0.593750 0.617188 0.015625 
0.519531 0.503906 0.503906 0.496094 0.515625 0.496094 0.476562 0.492188 0.492188 0.078125 
0.503906 0.496094 0.511719 0.503906 0.496094 0.511719 0.503906 0.496094 0.511719 0.031250 
0.500000 0.500000 0.492188 0.496094 0.492188 0.523438 0.503906 0.503906 0.515625 0.093750 
0.503906 0.527344 0.503906 0.503906 0.527344 0.503906 0.503906 0.527344 0.503906 0.000000 
0.507812 0.519531 0.515625 0.503906 0.531250 0.535156 0.523438 0.531250 0.519531 0.109375 
0.523438 0.515625 0.515625 0.523438 0.515625 0.515625 0.523438 0.523438 0.515625 0.046875 
0.546875 0.515625 0.511719 0.546875 0.515625 0.511719 0.546875 0.515625 0.511719 0.140625 
0.531250 0.515625 0.527344 0.531250 0.515625 0.527344 0.531250 0.515625 0.527344 0.015625 
0.464844 0.437500 0.476562 0.464844 0.437500 0.476562 0.464844 0.437500 0.476562 0.046875 
0.589844 0.605469 0.601562 0.613281 0.605469 0.605469 0.593750 0.609375 0.605469 0.023438 
0.507812 0.527344 0.519531 0.507812 0.527344 0.519531 0.507812 0.527344 0.519531 0.046875 
0.605469 0.613281 0.609375 0.605469 0.613281 0.609375 0.605469 0.613281 0.609375 0.015625 
0.511719 0.500000 0.511719 0.511719 0.500000 0.511719 0.511719 0.500000 0.511719 0.000000 
0.613281 0.597656 0.589844 0.593750 0.593750 0.601562 0.589844 0.597656 0.597656 0.015625 
0.503906 0.503906 0.507812 0.515625 0.496094 0.500000 0.492188 0.492188 0.503906 0.054688 
0.496094 0.511719 0.515625 0.496094 0.511719 0.515625 0.496094 0.511719 0.515625 0.078125 
0.625000 0.597656 0.605469 0.609375 0.609375 0.609375 0.621094 0.621094 0.625000 0.078125 
0.500000 0.492188 0.515625 0.492188 0.523438 0.503906 0.503906 0.515625 0.492188 0.054688 
0.527344 0.503906 0.500000 0.527344 0.503906 0.500000 0.527344 0.503906 0.500000 0.109375 
0.640625 0.640625 0.640625 0.625000 0.625000 0.625000 0.621094 0.621094 0.621094 0.078125 
0.519531 0.515625 0.531250 0.531250 0.535156 0.507812 0.531250 0.519531 0.542969 0.054688 
0.500000 0.503906 0.496094 0.500000 0.503906 0.496094 0.519531 0.500000 0.500000 0.046875 
0.515625 0.511719 0.542969 0.515625 0.511719 0.542969 0.515625 0.511719 0.542969 0.109375 
0.511719 0.515625 0.503906 0.511719 0.515625 0.503906 0.511719 0.515625 0.503906 0.031250 
0.515625 0.527344 0.531250 0.515625 0.527344 0.531250 0.515625 0.527344 0.531250 0.062500 
0.437500 0.476562 0.472656 0.437500 0.476562 0.472656 0.437500 0.476562 0.472656 0.140625 
0.605469 0.601562 0.609375 0.605469 0.605469 0.632812 0.609375 0.605469 0.597656 0.046875 
0.589844 0.570312 0.597656 0.593750 0.589844 0.589844 0.597656 0.574219 0.597656 0.015625 
0.519531 0.531250 0.519531 0.519531 0.531250 0.519531 0.519531 0.531250 0.519531 0.000000 
0.613281 0.609375 0.628906 0.613281 0.609375 0.628906 0.613281 0.609375 0.628906 0.062500 
0.503906 0.472656 0.484375 0.503906 0.472656 0.484375 0.503906 0.472656 0.484375 0.078125 
0.503906 0.511719 0.527344 0.515625 0.519531 0.531250 0.503906 0.511719 0.515625 0.078125 
0.597656 0.589844 0.601562 0.593750 0.601562 0.589844 0.597656 0.597656 0.589844 0.015625 
0.511719 0.515625 0.492188 0.511719 0.515625 0.492188 0.511719 0.515625 0.492188 0.078125 
0.503906 0.507812 0.523438 0.496094 0.500000 0.503906 0.492188 0.503906 0.503906 0.085938 
0.597656 0.605469 0.617188 0.609375 0.609375 0.613281 0.621094 0.625000 0.625000 0.101562 
0.492188 0.515625 0.503906 0.523438 0.503906 0.507812 0.515625 0.492188 0.500000 0.062500 
0.507812 0.523438 0.492188 0.507812 0.523438 0.492188 0.507812 0.523438 0.492188 0.062500 
0.402344 0.394531 0.398438 0.410156 0.398438 0.390625 0.414062 0.425781 0.398438 0.132812 
0.640625 0.640625 0.617188 0.625000 0.625000 0.636719 0.621094 0.621094 0.605469 0.085938 
0.511719 0.515625 0.523438 0.503906 0.523438 0.523438 0.503906 0.515625 0.523438 0.078125 
0.503906 0.496094 0.511719 0.503906 0.496094 0.511719 0.500000 0.500000 0.511719 0.039062 
0.511719 0.542969 0.523438 0.511719 0.542969 0.523438 0.511719 0.542969 0.523438 0.046875 
0.515625 0.503906 0.527344 0.515625 0.503906 0.527344 0.515625 0.503906 0.527344 0.046875 
