0	-390.157
1	-391.446
2	-383.361
3	-410.856
4	-434.351
5	-476.93
6	-547.78
7	-573.457
8	-566.577
9	-541.759
10	-484.617
11	-433.784
12	-434.78
13	-392.044
14	-363.926
15	-391.362
16	-402.948
17	-436.524
18	-443.753
19	-487.37
20	-432.557
21	-388.756
22	-355.591
23	-332.676
24	-378.463
25	-381.947
26	-435.471
27	-426.453
28	-454.765
29	-507.232
30	-506.334
31	-470.881
32	-501.14
33	-559.33
34	-641.098
35	-658.978
36	-673.712
37	-613.514
38	-585.521
39	-578.963
40	-585.15
41	-511.132
42	-453.071
43	-413.324
44	-384.678
45	-394.636
46	-447.1
47	-512.018
48	-533.916
49	-520.966
50	-567.836
51	-576.307
52	-605.936
53	-557.017
54	-581.636
55	-518.394
56	-482.641
57	-502.484
58	-524.366
59	-525.263
60	-507.085
61	-506.104
62	-522.266
63	-494.656
64	-493.195
65	-482.958
66	-474.713
67	-512.938
68	-594.296
69	-613.953
70	-642.524
71	-655.639
72	-634.721
73	-585.369
74	-532.044
75	-491.012
76	-491.213
77	-459.483
78	-455.869
79	-452.916
80	-425.964
81	-452.094
82	-496.798
83	-519.321
84	-602.434
85	-635.488
86	-639.056
87	-679.18
88	-666.988
89	-673.249
90	-638.097
91	-646.639
92	-684.828
93	-733.679
94	-762.727
95	-778.436
96	-732.939
97	-762.804
98	-800.399
99	-784.507
100	-835.911
101	-826.793
102	-847.699
103	-893.698
104	-856.035
105	-868.239
106	-841.665
107	-824.928
108	-840.973
109	-821.824
110	-765.959
111	-774.22
112	-792.225
113	-804.591
114	-775.937
115	-743.668
116	-707.531
117	-735.276
118	-753.069
119	-778.513
120	-782.829
121	-764.145
122	-760.213
123	-740.256
124	-787.942
125	-822.49
126	-882.852
127	-857.765
128	-873.528
129	-877.696
130	-843.638
131	-845.909
132	-870.784
133	-840.634
134	-787.137
135	-803.635
136	-844.701
137	-825.198
138	-805.777
139	-775.563
140	-779.925
141	-746.203
142	-673.721
143	-626.845
144	-551.436
145	-561.329
146	-551.498
147	-584.963
148	-595.13
149	-622.486
150	-654.263
151	-750.68
152	-897.366
153	-974.727
154	-1046.63
155	-1080.71
156	-1055.69
157	-1031.08
158	-981.168
159	-899.933
160	-881.012
161	-898.912
162	-860.323
163	-841.731
164	-834.528
165	-868.94
166	-882.786
167	-845.118
168	-824.162
169	-763.348
170	-792.843
171	-811.233
172	-865.065
173	-854.208
174	-878.18
175	-854.707
176	-817.853
177	-828.825
178	-797.385
179	-844.833
180	-850.536
181	-839.826
182	-843.375
183	-824.615
184	-765.578
185	-747.771
186	-722.901
187	-655.748
188	-572.223
189	-466.705
190	-378.206
191	-300.062
192	-239.673
193	-189.895
194	-206.784
195	-282.217
196	-377.337
197	-407.949
198	-383.544
199	-412.892
200	-416.644
201	-396.773
202	-422.895
203	-480.359
204	-529.015
205	-503.286
206	-506.341
207	-453.36
208	-366.355
209	-326.873
210	-287.604
211	-261.838
212	-284.698
213	-266.513
214	-284.489
215	-234.129
216	-235.667
217	-164.479
218	-122.369
219	-91.3999
220	-73.3909
221	-67.2241
222	-28.3252
223	-15.3115
224	35.9324
225	30.7494
226	0.620761
227	-48.1967
228	-81.5323
229	-45.5991
230	-96.6107
231	-129.618
232	-164.207
233	-116.788
234	-97.3174
235	-28.6589
236	1.26782
237	75.1921
238	158.955
239	176.486
240	190.497
241	267.938
242	297.089
243	277.522
244	295.265
245	247.269
246	239.557
247	214.656
248	173.196
249	204.806
250	239.128
251	243.771
252	235.311
253	242.091
254	235.795
255	281.584
256	-352.595
257	-374.556
258	-371.455
259	-398.745
260	-409.34
261	-453.066
262	-507.91
263	-551.174
264	-519.62
265	-508.994
266	-482.773
267	-426.025
268	-402.587
269	-381.168
270	-401.895
271	-390.949
272	-414.786
273	-446.961
274	-481.513
275	-500.287
276	-465.604
277	-421.839
278	-358.799
279	-337.255
280	-364.402
281	-415.574
282	-422.095
283	-443.136
284	-444.845
285	-465.242
286	-465.527
287	-499.529
288	-517.805
289	-550.806
290	-620.679
291	-647.955
292	-654.592
293	-636.785
294	-599.346
295	-611.426
296	-590.612
297	-539.853
298	-478.98
299	-466.136
300	-429.763
301	-405.899
302	-428.825
303	-479.724
304	-483.62
305	-505.903
306	-521.357
307	-550.338
308	-589.902
309	-558.519
310	-584.729
311	-555.644
312	-481.502
313	-485.06
314	-510.137
315	-489.132
316	-494.538
317	-493.603
318	-530.809
319	-523.06
320	-506.514
321	-505.428
322	-512.641
323	-564.504
324	-611.332
325	-620.526
326	-593.693
327	-595.487
328	-608.805
329	-574.609
330	-534.6
331	-494.307
332	-467.676
333	-445.651
334	-429.463
335	-451.148
336	-446.905
337	-467.745
338	-493.556
339	-553.483
340	-587.896
341	-600.637
342	-618.189
343	-667.499
344	-664.443
345	-650.621
346	-600.088
347	-642.742
348	-670.213
349	-699.915
350	-752.722
351	-756.425
352	-754.002
353	-761.734
354	-760.837
355	-804.041
356	-833.664
357	-813.929
358	-829.931
359	-885.042
360	-883.558
361	-874.503
362	-859.104
363	-829.295
364	-853.439
365	-845.663
366	-798.519
367	-781.228
368	-784.757
369	-802.599
370	-766.318
371	-744.049
372	-739.879
373	-711.676
374	-702.006
375	-726.426
376	-752.648
377	-756.066
378	-782.882
379	-769.099
380	-827.94
381	-823.807
382	-885.901
383	-894.32
384	-902.65
385	-873.483
386	-884.603
387	-870.618
388	-833.315
389	-801.252
390	-813.996
391	-796.049
392	-832.574
393	-822.265
394	-763.568
395	-737.748
396	-724.806
397	-711.496
398	-634.081
399	-590.978
400	-561.144
401	-586.141
402	-573.212
403	-613.535
404	-613.291
405	-653.631
406	-685.435
407	-786.975
408	-874.402
409	-948.498
410	-1013.34
411	-1058.96
412	-1054.22
413	-1025.14
414	-960.854
415	-915.349
416	-911.772
417	-903.122
418	-877.747
419	-857.616
420	-840.132
421	-826.993
422	-851.892
423	-835.707
424	-821.154
425	-769.698
426	-760.838
427	-782.821
428	-847.206
429	-836.746
430	-883.18
431	-855.458
432	-837.109
433	-808.405
434	-815.417
435	-853.871
436	-854.285
437	-812.818
438	-822.963
439	-842.024
440	-781.016
441	-751.362
442	-691.517
443	-597.928
444	-519.373
445	-474.015
446	-391.489
447	-315.336
448	-231.615
449	-195.392
450	-210.535
451	-295.416
452	-345.473
453	-416.831
454	-413.464
455	-412.389
456	-384.201
457	-404.555
458	-415.533
459	-483.596
460	-528.203
461	-519.107
462	-507.006
463	-441.598
464	-402.364
465	-379.884
466	-347.018
467	-295.926
468	-278.635
469	-303.1
470	-305.713
471	-274.725
472	-230.899
473	-177.349
474	-132.848
475	-119.816
476	-92.7841
477	-61.1427
478	-13.3213
479	15.6793
480	31.9809
481	35.2769
482	-1.34319
483	-24.7123
484	-72.0948
485	-49.6666
486	-126.026
487	-159.702
488	-178.153
489	-150.406
490	-107.919
491	-50.8038
492	46.6278
493	115.288
494	135.779
